Datetime,Region,Energy Required (MU),Peak Demand (MW),Grid Frequency (Hz)
2023-01-04 13:00:00,Southern Region,466.9,8484.6,49.97
2023-01-04 13:00:00,Eastern Region,245.66,4470.4,49.98
2023-01-04 13:00:00,North-Eastern Region,237.25,4350.0,50.0
2023-01-04 14:00:00,Northern Region,477.87,8687.2,50.06
2023-01-04 14:00:00,Western Region,548.31,10015.6,50.01
2023-01-04 14:00:00,Southern Region,456.71,8300.0,50.01
2023-01-04 14:00:00,Eastern Region,258.52,4633.4,50.03
2023-01-04 14:00:00,North-Eastern Region,257.34,4653.2,49.94
2023-01-04 15:00:00,Northern Region,524.29,9541.3,49.97
2023-01-04 15:00:00,Western Region,538.96,9838.8,49.97
2023-01-04 15:00:00,Southern Region,497.89,9012.0,50.0
2023-01-04 15:00:00,Eastern Region,239.18,4397.5,49.99
2023-01-04 15:00:00,North-Eastern Region,236.91,4302.0,49.9
2023-01-04 16:00:00,Northern Region,461.6,8468.5,49.99
2023-01-04 16:00:00,Western Region,539.45,9808.3,50.01
2023-01-04 16:00:00,Southern Region,465.2,8442.0,50.02
2023-01-04 16:00:00,Eastern Region,223.04,4089.1,50.03
2023-01-04 16:00:00,North-Eastern Region,222.83,4032.9,50.05
2023-01-04 17:00:00,Northern Region,472.79,8593.6,49.99
2023-01-04 17:00:00,Western Region,509.05,9306.1,50.03
2023-01-04 17:00:00,Southern Region,463.87,8415.2,49.96
2023-01-04 17:00:00,Eastern Region,242.37,4461.2,49.89
2023-01-04 17:00:00,North-Eastern Region,204.24,3736.3,49.99
2023-01-04 18:00:00,Northern Region,425.82,7770.3,49.95
2023-01-04 18:00:00,Western Region,508.56,9242.7,50.07
2023-01-04 18:00:00,Southern Region,436.93,7981.3,49.98
2023-01-04 18:00:00,Eastern Region,205.3,3718.5,50.0
2023-01-04 18:00:00,North-Eastern Region,196.97,3618.1,50.0
2023-01-04 19:00:00,Northern Region,385.68,6974.8,49.95
2023-01-04 19:00:00,Western Region,456.55,8314.9,49.99
2023-01-04 19:00:00,Southern Region,426.61,7742.7,50.04
2023-01-04 19:00:00,Eastern Region,199.83,3612.4,50.02
2023-01-04 19:00:00,North-Eastern Region,195.12,3578.7,50.06
2023-01-04 20:00:00,Northern Region,414.39,7516.4,49.98
2023-01-04 20:00:00,Western Region,458.73,8342.8,50.06
2023-01-04 20:00:00,Southern Region,420.97,7695.6,50.06
2023-01-04 20:00:00,Eastern Region,187.52,3394.3,50.02
2023-01-04 20:00:00,North-Eastern Region,227.09,4105.9,49.99
2023-01-04 21:00:00,Northern Region,386.78,7036.5,49.91
2023-01-04 21:00:00,Western Region,418.38,7600.9,49.99
2023-01-04 21:00:00,Southern Region,364.21,6621.2,49.91
2023-01-04 21:00:00,Eastern Region,175.86,3184.0,50.0
2023-01-04 21:00:00,North-Eastern Region,201.12,3642.2,50.02
2023-01-04 22:00:00,Northern Region,355.31,6425.8,50.01
2023-01-04 22:00:00,Western Region,411.43,7531.3,50.0
2023-01-04 22:00:00,Southern Region,364.68,6671.1,50.01
2023-01-04 22:00:00,Eastern Region,156.5,2828.6,50.03
2023-01-04 22:00:00,North-Eastern Region,178.73,3267.3,50.05
2023-01-04 23:00:00,Northern Region,347.43,6328.4,50.0
2023-01-04 23:00:00,Western Region,390.56,7105.0,50.02
2023-01-04 23:00:00,Southern Region,340.38,6196.3,49.92
2023-01-04 23:00:00,Eastern Region,170.17,3071.6,49.97
2023-01-04 23:00:00,North-Eastern Region,168.06,3050.9,50.04
2023-01-05 00:00:00,Northern Region,336.57,6120.8,49.96
2023-01-05 00:00:00,Western Region,340.25,6193.3,50.07
2023-01-05 00:00:00,Southern Region,312.07,5711.4,49.98
2023-01-05 00:00:00,Eastern Region,154.46,2856.4,50.03
2023-01-05 00:00:00,North-Eastern Region,156.56,2862.1,49.96
2023-01-05 01:00:00,Northern Region,338.2,6202.3,49.97
2023-01-05 01:00:00,Western Region,384.91,6997.1,50.01
2023-01-05 01:00:00,Southern Region,337.09,6147.3,49.95
2023-01-05 01:00:00,Eastern Region,157.02,2845.3,50.01
2023-01-05 01:00:00,North-Eastern Region,172.05,3188.7,50.05
2023-01-05 02:00:00,Northern Region,315.34,5741.0,50.05
2023-01-05 02:00:00,Western Region,357.09,6438.6,49.98
2023-01-05 02:00:00,Southern Region,312.39,5689.9,49.97
2023-01-05 02:00:00,Eastern Region,145.79,2638.0,49.95
2023-01-05 02:00:00,North-Eastern Region,182.89,3349.7,49.93
2023-01-05 03:00:00,Northern Region,320.62,5869.8,50.03
2023-01-05 03:00:00,Western Region,366.38,6667.3,49.97
2023-01-05 03:00:00,Southern Region,304.11,5537.3,50.01
2023-01-05 03:00:00,Eastern Region,171.0,3136.3,50.03
2023-01-05 03:00:00,North-Eastern Region,136.69,2445.3,50.04
2023-01-05 04:00:00,Northern Region,344.53,6245.5,49.97
2023-01-05 04:00:00,Western Region,373.72,6757.6,49.97
2023-01-05 04:00:00,Southern Region,338.24,6146.0,50.02
2023-01-05 04:00:00,Eastern Region,146.04,2683.0,50.08
2023-01-05 04:00:00,North-Eastern Region,154.77,2837.8,49.95
2023-01-05 05:00:00,Northern Region,329.45,6017.2,50.0
2023-01-05 05:00:00,Western Region,377.21,6869.6,49.95
2023-01-05 05:00:00,Southern Region,342.69,6277.1,50.03
2023-01-05 05:00:00,Eastern Region,184.16,3361.1,50.06
2023-01-05 05:00:00,North-Eastern Region,148.55,2674.3,50.04
2023-01-05 06:00:00,Northern Region,387.61,7075.0,49.97
2023-01-05 06:00:00,Western Region,402.81,7333.3,50.08
2023-01-05 06:00:00,Southern Region,385.63,7056.1,50.05
2023-01-05 06:00:00,Eastern Region,152.18,2734.8,50.0
2023-01-05 06:00:00,North-Eastern Region,177.64,3278.3,50.04
2023-01-05 07:00:00,Northern Region,385.65,7035.5,50.0
2023-01-05 07:00:00,Western Region,425.61,7729.9,50.0
2023-01-05 07:00:00,Southern Region,361.82,6617.7,49.99
2023-01-05 07:00:00,Eastern Region,190.28,3442.0,49.95
2023-01-05 07:00:00,North-Eastern Region,186.66,3394.5,49.99
2023-01-05 08:00:00,Northern Region,423.06,7694.5,49.97
2023-01-05 08:00:00,Western Region,460.4,8381.6,50.08
2023-01-05 08:00:00,Southern Region,402.59,7309.2,50.02
2023-01-05 08:00:00,Eastern Region,208.36,3709.5,50.02
2023-01-05 08:00:00,North-Eastern Region,181.82,3314.0,50.01
2023-01-05 09:00:00,Northern Region,429.85,7800.0,50.07
2023-01-05 09:00:00,Western Region,459.36,8294.0,50.02
2023-01-05 09:00:00,Southern Region,408.07,7390.4,50.03
2023-01-05 09:00:00,Eastern Region,196.41,3586.4,49.99
2023-01-05 09:00:00,North-Eastern Region,195.4,3508.3,49.9
2023-01-05 10:00:00,Northern Region,465.68,8507.0,50.01
2023-01-05 10:00:00,Western Region,499.91,9115.9,50.01
2023-01-05 10:00:00,Southern Region,456.58,8307.2,50.04
2023-01-05 10:00:00,Eastern Region,196.16,3543.3,49.99
2023-01-05 10:00:00,North-Eastern Region,236.54,4333.8,49.97
2023-01-05 11:00:00,Northern Region,449.68,8162.8,49.99
2023-01-05 11:00:00,Western Region,515.51,9389.7,50.0
2023-01-05 11:00:00,Southern Region,483.86,8788.1,50.07
2023-01-05 11:00:00,Eastern Region,213.64,3866.0,50.01
2023-01-05 11:00:00,North-Eastern Region,270.65,4915.2,50.01
2023-01-05 12:00:00,Northern Region,422.37,7693.5,49.98
2023-01-05 12:00:00,Western Region,537.73,9827.6,49.97
2023-01-05 12:00:00,Southern Region,446.94,8191.1,49.99
2023-01-05 12:00:00,Eastern Region,237.78,4305.6,49.99
2023-01-05 12:00:00,North-Eastern Region,220.19,4014.2,49.99
2023-01-05 13:00:00,Northern Region,495.21,8966.9,50.02
2023-01-05 13:00:00,Western Region,525.9,9560.4,49.98
2023-01-05 13:00:00,Southern Region,507.46,9258.9,50.03
2023-01-05 13:00:00,Eastern Region,254.59,4627.9,49.97
2023-01-05 13:00:00,North-Eastern Region,235.99,4272.2,49.99
2023-01-05 14:00:00,Northern Region,488.63,8946.5,50.02
2023-01-05 14:00:00,Western Region,558.45,10198.0,50.03
2023-01-05 14:00:00,Southern Region,489.8,8858.8,50.0
2023-01-05 14:00:00,Eastern Region,231.17,4259.5,49.99
2023-01-05 14:00:00,North-Eastern Region,267.0,4801.4,50.03
2023-01-05 15:00:00,Northern Region,490.1,8925.0,49.99
2023-01-05 15:00:00,Western Region,547.25,10010.7,49.99
2023-01-05 15:00:00,Southern Region,474.56,8644.5,49.98
2023-01-05 15:00:00,Eastern Region,253.92,4663.9,50.03
2023-01-05 15:00:00,North-Eastern Region,243.41,4445.0,49.92
2023-01-05 16:00:00,Northern Region,456.11,8251.0,50.05
2023-01-05 16:00:00,Western Region,509.35,9275.8,50.07
2023-01-05 16:00:00,Southern Region,482.37,8782.8,49.97
2023-01-05 16:00:00,Eastern Region,225.06,4103.5,50.02
2023-01-05 16:00:00,North-Eastern Region,232.26,4196.5,49.93
2023-01-05 17:00:00,Northern Region,451.26,8192.2,50.05
2023-01-05 17:00:00,Western Region,535.83,9692.2,50.01
2023-01-05 17:00:00,Southern Region,495.23,9056.5,49.98
2023-01-05 17:00:00,Eastern Region,243.38,4434.8,50.01
2023-01-05 17:00:00,North-Eastern Region,255.07,4617.1,50.05
2023-01-05 18:00:00,Northern Region,429.44,7831.4,50.0
2023-01-05 18:00:00,Western Region,496.03,9103.7,49.97
2023-01-05 18:00:00,Southern Region,464.98,8440.6,50.0
2023-01-05 18:00:00,Eastern Region,239.1,4353.8,50.01
2023-01-05 18:00:00,North-Eastern Region,219.28,3991.1,50.04
2023-01-05 19:00:00,Northern Region,431.56,7834.4,50.03
2023-01-05 19:00:00,Western Region,479.18,8746.3,50.03
2023-01-05 19:00:00,Southern Region,430.16,7814.0,49.97
2023-01-05 19:00:00,Eastern Region,221.49,4038.4,50.05
2023-01-05 19:00:00,North-Eastern Region,225.35,4149.7,49.99
2023-01-05 20:00:00,Northern Region,396.43,7218.1,49.97
2023-01-05 20:00:00,Western Region,461.4,8464.2,50.03
2023-01-05 20:00:00,Southern Region,420.54,7637.5,50.04
2023-01-05 20:00:00,Eastern Region,205.23,3691.7,50.0
2023-01-05 20:00:00,North-Eastern Region,189.3,3491.5,49.91
2023-01-05 21:00:00,Northern Region,370.68,6752.2,49.96
2023-01-05 21:00:00,Western Region,446.89,8168.9,50.02
2023-01-05 21:00:00,Southern Region,372.2,6745.8,50.02
2023-01-05 21:00:00,Eastern Region,197.66,3608.4,50.0
2023-01-05 21:00:00,North-Eastern Region,196.65,3567.5,50.02
2023-01-05 22:00:00,Northern Region,365.64,6650.3,49.96
2023-01-05 22:00:00,Western Region,396.71,7234.5,50.02
2023-01-05 22:00:00,Southern Region,374.5,6813.0,49.97
2023-01-05 22:00:00,Eastern Region,161.8,2948.9,50.09
2023-01-05 22:00:00,North-Eastern Region,168.99,3084.4,49.97
2023-01-05 23:00:00,Northern Region,362.24,6590.8,50.08
2023-01-05 23:00:00,Western Region,390.65,7103.2,49.99
2023-01-05 23:00:00,Southern Region,313.97,5712.3,50.03
2023-01-05 23:00:00,Eastern Region,165.06,3008.8,49.97
2023-01-05 23:00:00,North-Eastern Region,170.88,3091.9,50.04
2023-01-06 00:00:00,Northern Region,316.78,5760.9,50.13
2023-01-06 00:00:00,Western Region,377.35,6867.0,49.97
2023-01-06 00:00:00,Southern Region,326.99,5946.8,50.06
2023-01-06 00:00:00,Eastern Region,185.05,3416.5,49.94
2023-01-06 00:00:00,North-Eastern Region,162.53,2907.0,50.12
2023-01-06 01:00:00,Northern Region,329.72,5973.7,49.98
2023-01-06 01:00:00,Western Region,380.13,6800.8,49.95
2023-01-06 01:00:00,Southern Region,310.32,5588.1,50.03
2023-01-06 01:00:00,Eastern Region,147.65,2676.8,50.03
2023-01-06 01:00:00,North-Eastern Region,165.2,3040.8,50.08
2023-01-06 02:00:00,Northern Region,324.35,5905.4,50.06
2023-01-06 02:00:00,Western Region,322.22,5843.5,50.0
2023-01-06 02:00:00,Southern Region,292.55,5339.4,50.05
2023-01-06 02:00:00,Eastern Region,153.09,2747.6,49.99
2023-01-06 02:00:00,North-Eastern Region,159.15,2857.5,49.92
2023-01-06 03:00:00,Northern Region,305.05,5488.1,49.98
2023-01-06 03:00:00,Western Region,370.33,6772.6,50.07
2023-01-06 03:00:00,Southern Region,313.24,5662.1,50.0
2023-01-06 03:00:00,Eastern Region,128.11,2305.5,50.03
2023-01-06 03:00:00,North-Eastern Region,141.3,2539.0,49.97
2023-01-06 04:00:00,Northern Region,323.58,5968.0,49.98
2023-01-06 04:00:00,Western Region,375.03,6828.4,49.99
2023-01-06 04:00:00,Southern Region,324.62,5931.1,50.02
2023-01-06 04:00:00,Eastern Region,161.41,2979.3,50.01
2023-01-06 04:00:00,North-Eastern Region,157.74,2891.4,50.04
2023-01-06 05:00:00,Northern Region,329.46,5998.2,50.0
2023-01-06 05:00:00,Western Region,425.16,7760.8,49.98
2023-01-06 05:00:00,Southern Region,349.74,6426.9,49.95
2023-01-06 05:00:00,Eastern Region,184.8,3394.4,49.99
2023-01-06 05:00:00,North-Eastern Region,188.22,3416.1,50.02
2023-01-06 06:00:00,Northern Region,372.49,6767.9,50.0
2023-01-06 06:00:00,Western Region,418.83,7611.3,49.93
2023-01-06 06:00:00,Southern Region,340.96,6250.2,50.0
2023-01-06 06:00:00,Eastern Region,192.71,3496.0,49.91
2023-01-06 06:00:00,North-Eastern Region,170.98,3075.6,50.0
2023-01-06 07:00:00,Northern Region,394.44,7176.0,49.94
2023-01-06 07:00:00,Western Region,419.71,7644.6,50.0
2023-01-06 07:00:00,Southern Region,371.66,6757.4,50.04
2023-01-06 07:00:00,Eastern Region,194.5,3504.4,49.95
2023-01-06 07:00:00,North-Eastern Region,197.5,3619.6,50.05
2023-01-06 08:00:00,Northern Region,405.24,7389.0,50.01
2023-01-06 08:00:00,Western Region,445.71,8076.0,50.03
2023-01-06 08:00:00,Southern Region,393.15,7190.1,49.99
2023-01-06 08:00:00,Eastern Region,184.22,3364.8,50.0
2023-01-06 08:00:00,North-Eastern Region,183.63,3288.3,50.02
2023-01-06 09:00:00,Northern Region,412.46,7517.8,50.01
2023-01-06 09:00:00,Western Region,482.55,8778.4,50.01
2023-01-06 09:00:00,Southern Region,409.65,7499.2,49.98
2023-01-06 09:00:00,Eastern Region,228.91,4172.2,50.03
2023-01-06 09:00:00,North-Eastern Region,234.77,4252.6,50.04
2023-01-06 10:00:00,Northern Region,433.53,7903.8,49.99
2023-01-06 10:00:00,Western Region,499.7,9059.7,50.03
2023-01-06 10:00:00,Southern Region,427.8,7800.2,50.0
2023-01-06 10:00:00,Eastern Region,217.29,3983.4,50.05
2023-01-06 10:00:00,North-Eastern Region,244.14,4362.8,50.05
2023-01-06 11:00:00,Northern Region,459.72,8366.9,50.08
2023-01-06 11:00:00,Western Region,538.55,9853.7,49.99
2023-01-06 11:00:00,Southern Region,471.87,8531.5,49.97
2023-01-06 11:00:00,Eastern Region,223.36,4060.8,49.96
2023-01-06 11:00:00,North-Eastern Region,253.95,4623.1,49.96
2023-01-06 12:00:00,Northern Region,452.36,8240.8,49.99
2023-01-06 12:00:00,Western Region,536.87,9756.8,50.03
2023-01-06 12:00:00,Southern Region,488.03,8861.0,50.03
2023-01-06 12:00:00,Eastern Region,240.04,4382.8,49.95
2023-01-06 12:00:00,North-Eastern Region,252.31,4630.7,49.94
2023-01-06 13:00:00,Northern Region,489.17,9030.7,50.0
2023-01-06 13:00:00,Western Region,556.25,10130.1,49.94
2023-01-06 13:00:00,Southern Region,494.79,9032.5,50.0
2023-01-06 13:00:00,Eastern Region,235.5,4231.0,50.07
2023-01-06 13:00:00,North-Eastern Region,271.55,4931.4,50.02
2023-01-06 14:00:00,Northern Region,449.17,8163.4,50.02
2023-01-06 14:00:00,Western Region,530.84,9643.5,49.97
2023-01-06 14:00:00,Southern Region,481.77,8833.3,50.04
2023-01-06 14:00:00,Eastern Region,233.69,4270.5,50.07
2023-01-06 14:00:00,North-Eastern Region,236.08,4289.0,50.04
2023-01-06 15:00:00,Northern Region,477.73,8712.9,50.0
2023-01-06 15:00:00,Western Region,534.35,9816.7,49.97
2023-01-06 15:00:00,Southern Region,472.0,8609.3,50.04
2023-01-06 15:00:00,Eastern Region,237.81,4319.9,50.0
2023-01-06 15:00:00,North-Eastern Region,234.11,4277.7,49.95
2023-01-06 16:00:00,Northern Region,464.71,8472.0,50.03
2023-01-06 16:00:00,Western Region,527.55,9625.2,49.91
2023-01-06 16:00:00,Southern Region,469.1,8514.9,50.02
2023-01-06 16:00:00,Eastern Region,242.4,4464.2,49.97
2023-01-06 16:00:00,North-Eastern Region,207.77,3823.6,50.0
2023-01-06 17:00:00,Northern Region,451.32,8237.7,49.92
2023-01-06 17:00:00,Western Region,504.6,9185.3,50.0
2023-01-06 17:00:00,Southern Region,458.73,8371.7,50.0
2023-01-06 17:00:00,Eastern Region,217.07,3930.2,50.02
2023-01-06 17:00:00,North-Eastern Region,248.58,4518.8,50.07
2023-01-06 18:00:00,Northern Region,433.99,7886.5,50.0
2023-01-06 18:00:00,Western Region,529.64,9620.3,49.97
2023-01-06 18:00:00,Southern Region,456.02,8317.8,49.96
2023-01-06 18:00:00,Eastern Region,226.92,4158.7,50.0
2023-01-06 18:00:00,North-Eastern Region,228.51,4166.5,49.99
2023-01-06 19:00:00,Northern Region,410.74,7485.8,50.01
2023-01-06 19:00:00,Western Region,463.22,8447.1,49.98
2023-01-06 19:00:00,Southern Region,424.75,7787.0,49.96
2023-01-06 19:00:00,Eastern Region,207.35,3783.4,49.99
2023-01-06 19:00:00,North-Eastern Region,220.94,3999.2,49.93
2023-01-06 20:00:00,Northern Region,383.6,6966.4,50.06
2023-01-06 20:00:00,Western Region,457.43,8273.2,49.95
2023-01-06 20:00:00,Southern Region,401.31,7329.1,49.96
2023-01-06 20:00:00,Eastern Region,205.1,3714.8,50.0
2023-01-06 20:00:00,North-Eastern Region,198.44,3661.3,49.97
2023-01-06 21:00:00,Northern Region,372.1,6810.9,49.99
2023-01-06 21:00:00,Western Region,440.11,7975.1,49.96
2023-01-06 21:00:00,Southern Region,385.46,7016.3,49.95
2023-01-06 21:00:00,Eastern Region,189.49,3490.9,50.03
2023-01-06 21:00:00,North-Eastern Region,203.15,3674.9,50.01
2023-01-06 22:00:00,Northern Region,370.6,6723.3,50.02
2023-01-06 22:00:00,Western Region,387.22,7055.6,49.98
2023-01-06 22:00:00,Southern Region,389.68,7079.3,50.0
2023-01-06 22:00:00,Eastern Region,166.67,3074.6,49.95
2023-01-06 22:00:00,North-Eastern Region,172.25,3080.9,49.95
2023-01-06 23:00:00,Northern Region,353.88,6455.1,50.03
2023-01-06 23:00:00,Western Region,398.62,7266.5,50.01
2023-01-06 23:00:00,Southern Region,305.9,5567.4,49.97
2023-01-06 23:00:00,Eastern Region,180.01,3295.5,49.98
2023-01-06 23:00:00,North-Eastern Region,159.72,2938.9,50.0
2023-01-07 00:00:00,Northern Region,319.64,5846.1,50.02
2023-01-07 00:00:00,Western Region,392.07,7121.1,50.02
2023-01-07 00:00:00,Southern Region,338.12,6174.3,49.92
2023-01-07 00:00:00,Eastern Region,147.67,2717.3,50.06
2023-01-07 00:00:00,North-Eastern Region,164.84,3000.0,50.06
2023-01-07 01:00:00,Northern Region,322.23,5878.5,49.96
2023-01-07 01:00:00,Western Region,349.02,6328.6,50.03
2023-01-07 01:00:00,Southern Region,329.55,6056.0,49.99
2023-01-07 01:00:00,Eastern Region,150.61,2752.5,50.04
2023-01-07 01:00:00,North-Eastern Region,129.21,2395.6,49.97
2023-01-07 02:00:00,Northern Region,313.14,5694.2,49.98
2023-01-07 02:00:00,Western Region,351.16,6361.9,50.05
2023-01-07 02:00:00,Southern Region,322.43,5876.7,50.0
2023-01-07 02:00:00,Eastern Region,142.94,2639.9,50.0
2023-01-07 02:00:00,North-Eastern Region,158.58,2858.7,50.02
2023-01-07 03:00:00,Northern Region,330.04,5955.5,50.05
2023-01-07 03:00:00,Western Region,375.18,6862.3,50.01
2023-01-07 03:00:00,Southern Region,306.6,5583.4,50.03
2023-01-07 03:00:00,Eastern Region,163.24,2984.2,50.0
2023-01-07 03:00:00,North-Eastern Region,159.61,2949.9,50.09
2023-01-07 04:00:00,Northern Region,322.74,5844.7,50.11
2023-01-07 04:00:00,Western Region,374.68,6807.2,49.93
2023-01-07 04:00:00,Southern Region,368.03,6702.7,50.03
2023-01-07 04:00:00,Eastern Region,181.84,3316.8,50.02
2023-01-07 04:00:00,North-Eastern Region,182.98,3319.8,50.01
2023-01-07 05:00:00,Northern Region,380.88,6923.1,49.96
2023-01-07 05:00:00,Western Region,385.76,7057.6,49.94
2023-01-07 05:00:00,Southern Region,354.62,6420.8,50.02
2023-01-07 05:00:00,Eastern Region,162.21,2907.8,49.99
2023-01-07 05:00:00,North-Eastern Region,158.35,2856.0,50.01
2023-01-07 06:00:00,Northern Region,370.0,6738.4,50.09
2023-01-07 06:00:00,Western Region,403.75,7318.1,49.93
2023-01-07 06:00:00,Southern Region,358.73,6564.4,50.02
2023-01-07 06:00:00,Eastern Region,163.75,2977.5,49.96
2023-01-07 06:00:00,North-Eastern Region,180.33,3292.6,50.05
2023-01-07 07:00:00,Northern Region,372.72,6777.7,50.0
2023-01-07 07:00:00,Western Region,423.13,7666.5,49.98
2023-01-07 07:00:00,Southern Region,345.78,6254.7,49.97
2023-01-07 07:00:00,Eastern Region,191.62,3419.0,49.96
2023-01-07 07:00:00,North-Eastern Region,173.99,3245.9,50.02
2023-01-07 08:00:00,Northern Region,406.95,7436.5,49.97
2023-01-07 08:00:00,Western Region,465.0,8472.2,50.01
2023-01-07 08:00:00,Southern Region,411.0,7517.7,49.93
2023-01-07 08:00:00,Eastern Region,199.1,3710.1,50.05
2023-01-07 08:00:00,North-Eastern Region,204.52,3705.4,49.97
2023-01-07 09:00:00,Northern Region,450.06,8205.4,49.96
2023-01-07 09:00:00,Western Region,484.98,8812.7,49.97
2023-01-07 09:00:00,Southern Region,414.05,7511.4,49.94
2023-01-07 09:00:00,Eastern Region,221.05,4024.2,49.92
2023-01-07 09:00:00,North-Eastern Region,162.29,2971.2,50.06
2023-01-07 10:00:00,Northern Region,478.99,8713.0,50.01
2023-01-07 10:00:00,Western Region,477.84,8642.6,50.01
2023-01-07 10:00:00,Southern Region,430.12,7834.2,50.02
2023-01-07 10:00:00,Eastern Region,198.34,3642.1,50.03
2023-01-07 10:00:00,North-Eastern Region,246.17,4505.9,49.97
2023-01-07 11:00:00,Northern Region,448.67,8163.8,49.95
2023-01-07 11:00:00,Western Region,524.98,9559.2,50.08
2023-01-07 11:00:00,Southern Region,449.12,8159.9,50.07
2023-01-07 11:00:00,Eastern Region,241.15,4352.7,49.97
2023-01-07 11:00:00,North-Eastern Region,237.15,4302.8,49.99
2023-01-07 12:00:00,Northern Region,463.39,8506.8,49.95
2023-01-07 12:00:00,Western Region,509.27,9265.1,50.02
2023-01-07 12:00:00,Southern Region,463.36,8384.3,49.99
2023-01-07 12:00:00,Eastern Region,220.55,4050.7,50.04
2023-01-07 12:00:00,North-Eastern Region,223.58,4059.1,50.04
2023-01-07 13:00:00,Northern Region,494.9,8981.3,50.06
2023-01-07 13:00:00,Western Region,551.95,10108.5,50.04
2023-01-07 13:00:00,Southern Region,452.45,8238.4,50.01
2023-01-07 13:00:00,Eastern Region,245.04,4483.1,49.99
2023-01-07 13:00:00,North-Eastern Region,242.68,4409.8,49.92
2023-01-07 14:00:00,Northern Region,475.6,8623.2,50.02
2023-01-07 14:00:00,Western Region,572.56,10423.5,50.0
2023-01-07 14:00:00,Southern Region,478.83,8708.6,50.0
2023-01-07 14:00:00,Eastern Region,239.77,4392.7,50.0
2023-01-07 14:00:00,North-Eastern Region,235.68,4260.6,49.98
2023-01-07 15:00:00,Northern Region,481.42,8796.1,50.01
2023-01-07 15:00:00,Western Region,543.22,9893.3,49.94
